Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,-19.592296593071698,-0.9129144411371207,20.107313454056182,6.820689655172414
2.0,-16.3423248459898,11.051809149161347,48.775800592496296,8.778761061946902
3.0,-11.725628103939236,39.203447583654835,48.99376770670368,12.8
4.0,31.77346650633507,44.6001624884266,56.818787925702466,11.92
5.0,31.77346650633507,46.03017363296388,56.53334349515748,11.11
6.0,43.47474546699786,52.50295536429666,66.24506145630446,11.39
7.0,46.99362235408594,57.731899414469495,66.5732357314307,11.26
8.0,46.99362235408594,57.484091546283416,66.50751092168696,11.06
9.0,34.81327795572325,60.02871864309947,67.55278431380499,11.41
10.0,34.81327795572325,48.85367608023212,67.55278431380499,11.34
11.0,44.65486103634828,59.484316764888554,64.18772907481349,12.68
12.0,53.67731220270541,58.070676901589934,64.24441067274708,13.0
13.0,53.78277318935824,56.282427759916715,64.39361018798108,13.0
14.0,53.80163247537794,55.39152087050696,64.40216472131753,13.0
15.0,53.873701426433485,55.43632509968962,64.54470454289907,13.0
