Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,16678.301128705036,29904.32931226564,37111.17587292218,11.25
2.0,16678.301128705036,31097.57142225225,54058.02231974404,11.352941176470589
3.0,16678.301128705036,29397.16913295098,54058.02231974404,10.846153846153847
4.0,16678.301128705036,30834.19175987942,55591.09435712747,11.382352941176471
5.0,16678.301128705036,30370.92748007721,55591.09435712747,11.318181818181818
6.0,16678.301128705036,30598.27424793819,55591.09435712747,11.423076923076923
7.0,16678.301128705036,30576.042935197234,55591.09435712747,11.5
8.0,16678.301128705036,30751.567947546315,55591.09435712747,11.514705882352942
9.0,16678.301128705036,30872.615859035464,55591.09435712747,11.493506493506494
10.0,16678.301128705036,30922.50651131429,55591.09435712747,11.505882352941176
11.0,16678.301128705036,31069.712587898033,55591.09435712747,11.563829787234043
12.0,16678.301128705036,31756.84129856564,58148.730193202384,11.71
13.0,18625.33916383254,32241.620653606748,58148.730193202384,11.83
14.0,19200.23334286342,32433.415842185368,58148.730193202384,11.95
15.0,19200.23334286342,33211.38202112827,58148.730193202384,12.19
