Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,13.974313970255082,38.646039482636965,65.54549495887689,10.714285714285714
2.0,9.002637092611842,77.16209983318376,401.67265381046263,12.266666666666667
3.0,0.2766874018394887,68.69240622462983,401.67265381046263,12.125
4.0,0.2766874018394887,64.99839477126014,401.67265381046263,12.21875
5.0,0.2766874018394887,62.42594663646516,401.67265381046263,12.4
6.0,0.2766874018394887,60.33676489285758,401.67265381046263,12.297872340425531
7.0,0.2766874018394887,75.56810154200959,479.7630159770723,12.285714285714286
8.0,0.2766874018394887,72.39308241373568,479.7630159770723,12.328125
9.0,-38.18653665591964,69.13655240727235,479.7630159770723,12.123287671232877
10.0,-38.18653665591964,67.57761602502107,479.7630159770723,12.17283950617284
11.0,-38.18653665591964,68.78960297801072,479.7630159770723,12.272727272727273
12.0,-38.18653665591964,74.58013584603295,479.7630159770723,12.268041237113403
13.0,-38.18653665591964,84.79671632048017,479.7630159770723,12.4
14.0,-38.18653665591964,80.24993284963449,479.7630159770723,12.26
15.0,-38.18653665591964,82.40523383959113,479.7630159770723,12.3
