Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,6.1034830689591715,118.7068719492727,473.8902301396615,13.895104895104895
2.0,10.707038323571965,140.54109199684626,461.74585391025244,15.014925373134329
3.0,7.905532909261531,159.15427273957957,497.688261185987,17.098712446351932
4.0,2.3433945605866597,189.39060649716566,501.02011649512735,18.651162790697676
5.0,22.572541139562972,214.59032878370837,517.3071066825485,20.43076923076923
6.0,34.10123360793787,235.55424104902994,546.0593699068716,22.318435754189945
7.0,110.6282203194126,295.5210998365908,576.0435396393868,26.691275167785236
8.0,74.73627899985937,360.17261091897956,603.962269888276,31.80952380952381
9.0,128.27849510298336,402.55282621142305,845.2659006935479,35.333333333333336
10.0,116.26585662798166,435.6093601791926,807.3202350797054,36.669724770642205
11.0,134.01831896547543,467.7906495099911,909.2366076393799,41.41
12.0,134.01831896547543,544.3747914672769,987.2840946727017,45.77
13.0,303.6011950122324,618.8613070024384,1063.2264094711863,52.64
14.0,303.6011950122324,686.2728961571686,1139.14310157197,56.84
15.0,349.7282392559727,734.602341434077,1173.711436146427,58.51
