Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,12317.526492143408,17958.80116107987,22637.877067402744,6.841379310344828
2.0,14440.214228803383,19854.496481955717,25598.858630525265,7.4222222222222225
3.0,14812.542889535469,22230.756983060204,25167.734988281576,8.325
4.0,16202.61280084925,21543.02013876163,30078.543179389773,7.8515625
5.0,16143.579350095702,19303.25383458416,20747.081099740342,6.724832214765101
6.0,16114.37059408451,19583.101183042785,20729.667227505222,6.794520547945205
7.0,16186.83599289974,19973.1509589319,20586.292057831277,6.889655172413793
8.0,16140.66465065981,20285.888330031736,20615.189071424393,6.965277777777778
9.0,20243.559232329804,20438.847044009708,20588.292241430012,7.0
10.0,20282.892889175004,20428.622303287455,20583.83337616134,7.0
11.0,20268.359528871268,20425.692013633383,20605.973173098846,7.0
12.0,20255.065578490583,20420.930202630847,20595.557478163177,7.0
13.0,16025.109642011492,20517.22170034702,25068.005457494968,7.5606060606060606
14.0,20227.01347155507,21743.52265263574,24597.42515229567,8.341666666666667
15.0,18127.644636233614,21754.7865276552,24571.744236874634,8.03225806451613
