Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,24846.456759819805,32799.142983761914,50232.351411402604,11.375
2.0,24846.456759819805,35139.22649176769,63078.96404578317,12.266666666666667
3.0,20055.340480545427,35368.09160582956,63078.96404578317,12.347826086956522
4.0,20055.340480545427,34818.99337346812,63078.96404578317,12.3125
5.0,20055.340480545427,34949.469873675975,63078.96404578317,12.3
6.0,20055.340480545427,34948.722258835136,63078.96404578317,12.395833333333334
7.0,20055.340480545427,34672.502968067885,63078.96404578317,12.392857142857142
8.0,20055.340480545427,34750.37887997764,63078.96404578317,12.375
9.0,20055.340480545427,34176.468446884486,63078.96404578317,12.164383561643836
10.0,20055.340480545427,33545.095125195854,63078.96404578317,11.951807228915662
11.0,20055.340480545427,33568.72344230785,63078.96404578317,11.934782608695652
12.0,17096.43603642773,33264.150450295965,63078.96404578317,11.87
13.0,17096.43603642773,33116.34731828705,63078.96404578317,11.85
14.0,17096.43603642773,32536.15173356331,52130.07785364797,11.66
15.0,17096.43603642773,32475.013867460304,52130.07785364797,11.61
