Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,-9.890154328473493,115.1540459117953,640.0903071083605,13.785467128027681
2.0,-3.054284852948925,126.89741268647339,662.4406472900639,15.209125475285171
3.0,-35.33655442604183,142.69820117512774,746.5147274711419,16.477366255144034
4.0,-9.137423517709195,193.051865630853,821.40812866597,17.188841201716738
5.0,7.25462527722074,203.5812306763167,646.9712954213978,19.00952380952381
6.0,-5.393739811973703,275.92745200556595,757.1089567462659,19.066666666666666
7.0,12.65136232269299,344.53563687853205,866.5876640742937,19.757425742574256
8.0,38.333758151037316,356.0493613364544,961.1980034608175,20.418367346938776
9.0,23.59363073211952,395.52006474880613,979.080079418958,21.18617021276596
10.0,106.6253458790591,478.45589504624104,1214.7089984128588,21.804347826086957
11.0,74.18555260702311,527.891598628468,1209.2957292120382,22.227777777777778
12.0,84.56184764283321,566.0980468023541,1482.576214464669,24.662576687116566
13.0,55.37263067337905,693.0246479158782,1840.1105872358087,27.618055555555557
14.0,63.53059655659479,892.1101713157055,2197.0330743849827,32.917355371900825
15.0,366.0163822259954,1095.7334167628164,3399.4200642049395,37.79245283018868
