Iteration,Reward Min,Reward Mean,Reward Max,Episode Length Mean
1.0,44.29777951312141,122.02320299068633,383.35043594755786,12.142857142857142
2.0,26.67808071190869,113.50558947753657,383.35043594755786,11.058823529411764
3.0,26.67808071190869,110.48250582839654,383.35043594755786,11.6
4.0,26.67808071190869,102.3919879803039,383.35043594755786,11.757575757575758
5.0,26.67808071190869,101.39225570299172,383.35043594755786,12.025
6.0,26.67808071190869,96.2636477015589,383.35043594755786,12.061224489795919
7.0,26.67808071190869,95.95026856086155,383.35043594755786,12.12280701754386
8.0,26.67808071190869,92.13856667122279,383.35043594755786,12.03076923076923
9.0,26.67808071190869,92.03142734792632,383.35043594755786,12.164383561643836
10.0,26.67808071190869,91.40266621764584,383.35043594755786,12.048780487804878
11.0,26.67808071190869,90.71908750343741,383.35043594755786,12.010989010989011
12.0,12.455564064147865,98.70378187832401,383.35043594755786,11.94
13.0,12.455564064147865,95.96309495666377,322.22195858986925,12.01
14.0,5.234868010293653,91.61853146538512,322.22195858986925,12.15
15.0,5.234868010293653,91.9716599034169,325.7604784130151,12.08
